GeneID,Sensitive_azt0,Sensitive_azt2,Resistant_azt0,Resistant_azt2,Resistant_azt4
PP_1769,402.3052558,360.3013067,437.0488934,328.7998727,326.1096365
PP_1770,782.6526287,641.5368462,768.9094401,542.9304723,580.9877718
PP_1771,330.0430426,268.1119998,333.2694039,271.4855734,256.7963979
PP_1776,179.9394847,214.1003073,156.5775626,218.217842,238.0377883
PP_1778,147.2117389,131.0642168,149.0736929,175.3848891,126.943473
PP_1779,293.4138608,248.6217838,305.9784486,346.8680734,233.1413646
PP_1782,269.0049864,231.4589627,277.348371,236.8010979,217.6890272
PP_1783,312.8959442,281.0778603,299.1820807,272.4680864,283.7688831
PP_1784,284.3215859,235.759142,231.5437923,194.8174709,208.6564599
PP_1785,584.7226046,564.8646631,528.0946747,514.4957668,550.297638
PP_1799,226.0318118,232.334841,221.0399273,263.0152819,239.2484177
PP_1800,429.6243681,440.015537,412.8703449,499.1271118,415.9310757
PP_1801,180.7412452,142.9138506,177.1835501,197.6304782,149.6232179
PP_1802,286.0629708,278.1532023,300.6453102,362.1656894,307.1827888
PP_1803,426.3323274,463.3529885,432.832944,378.9774692,419.2470898
PP_1804,776.8681657,787.5293703,815.8510242,752.0251262,706.9007825
PP_1805,1721.801879,1574.90817,1654.339258,1624.89723,1493.915805
PP_1815,63.39623332,63.30372887,54.30335821,54.32936919,64.41153774
PP_1823,349.063997,591.3327549,287.7361976,483.1792699,611.0026993
PP_1830,253.187689,222.028268,265.8461211,208.3486126,234.9899974
PP_1842,502.8345624,559.738658,476.5570211,573.0051627,547.1058972
PP_1866,100.7753608,103.8179283,88.24383113,98.17684815,96.2204819
PP_1872,139.7426841,180.8283044,122.8946029,125.5885246,163.4535466
PP_1874,51.7259401,63.01716914,63.27304145,61.35760646,59.90130379
PP_1893,468.6391086,674.1898443,516.6206007,734.3674808,704.6402592
PP_1900,137.5979031,161.3027766,155.6419165,138.8814086,148.4361993
PP_1902,113.0286659,112.2483104,109.0150424,109.4498282,125.9043367
PP_1904,129.0891652,127.7913713,131.9706682,107.3384236,126.545683
PP_1912,210.6305683,206.3601469,193.5930101,199.8284375,215.6750678
PP_1913,374.7865084,317.8234291,309.5484461,240.3728195,310.0391523
PP_1914,1471.427754,1459.231584,1016.528954,1242.157837,1308.919765
PP_1915,19022.3171,17281.23053,16719.64606,12964.29828,14753.19331
PP_1916,396.7739322,422.4398661,343.6164197,349.2946653,416.6473464
PP_1917,151.9591792,137.5363969,130.1063965,124.4763119,131.8113404
PP_1972,467.4949309,495.5493169,411.1240473,438.6084379,498.2729029
PP_1977,430.413772,436.1236075,383.1123792,337.7991056,433.4626054
PP_1985,330.1371278,194.327495,335.3307171,273.6817473,194.4718526
PP_1986,139.3553244,96.29802638,113.4835389,126.6883379,97.65350754
PP_1988,213.7655284,189.1737931,189.7615299,181.8644668,191.593244
PP_1989,423.8289966,380.8965995,432.7579129,360.1808241,382.3546822
PP_1995,551.6758225,439.6195133,629.8072883,512.5756785,457.8364258
PP_1996,682.2162072,516.4854573,560.9488428,446.8570809,506.7230885
PP_1997,587.9750786,434.9248389,543.8281966,437.4305168,429.607808
PP_2000,563.996304,574.1922199,556.9610376,497.6063624,581.3386526
PP_2001,496.3497733,439.0850293,504.3683209,448.1948989,428.2336994
PP_2008,84.10807821,100.908438,85.5193594,99.17464689,104.8620603
PP_2012,99.47553355,101.4224987,113.3845199,121.4094827,108.3433111
PP_2017,602.0672924,654.6949749,625.8746461,659.9384292,638.4246342
PP_2047,40.90760549,36.94819141,52.86333863,48.61675137,34.25792401
PP_2048,35.9451514,40.43625258,42.21338095,47.32899114,42.79653092
PP_2051,52.38803215,53.90291619,66.4303009,74.93369963,44.56108721
PP_2080,1582.928529,2402.668298,1828.112372,2689.859435,2354.860283
PP_2082,1498.194662,1560.866816,1449.508233,1323.308687,1532.192246
PP_2090,16.49159362,22.04278991,17.58163179,21.40882546,22.86101206
PP_2092,3.378462374,5.914678512,8.643590348,5.881141343,6.573027708
PP_2095,205.1936141,218.0813207,227.9636348,204.6716327,211.7549655
PP_2098,434.1265607,352.4723806,461.4227349,414.4905908,345.1413953
PP_2102,188.1168295,211.5338219,195.9692517,190.2907381,225.866601
PP_2106,36.89561201,31.62332331,46.73275957,53.37933859,30.54417312
PP_2112,839.3420913,1184.443765,946.7329319,1454.555238,1199.4996
PP_2117,145.6361047,115.6447002,139.3783882,134.0647143,116.2033615
PP_2122,104.4841495,109.809204,117.4349029,108.6079422,120.9842592
PP_2123,192.9282366,170.5181469,221.366333,174.5982945,167.7163209
PP_2130,202.8189831,216.0589922,193.4757417,221.745074,224.3775131
PP_2136,863.6101451,1085.315809,771.8889189,1011.589089,1053.484289
PP_2137,557.7294249,628.9028917,537.1188151,630.0160231,606.7679254
PP_2145,156.649754,174.0725573,158.5672233,149.9929426,174.1946088
PP_2149,2194.291993,2289.461642,1912.602342,1521.802282,2201.851172
PP_2151,676.6242661,633.6432826,645.9883707,581.9220432,619.8825321
PP_2152,184.4345037,180.1164185,182.402471,172.3825417,179.6410038
PP_2160,52.57955175,67.96091891,59.21341704,58.63441879,67.2036264
PP_2168,333.7986509,359.6897443,351.2303558,354.6820226,327.2468472
PP_2179,641.5323811,686.644289,633.0323918,812.6402752,765.6760434
PP_2193,91.10045456,72.08831368,62.20884626,56.85789236,94.2824369
PP_2208,29.88374154,30.26259705,34.13723626,35.56643925,32.30002602
PP_2209,12.67260407,18.80630607,10.05512826,17.62579531,21.73200285
PP_2213,566.5547627,811.5014077,666.6617355,1298.579774,916.3644699
PP_2214,121.284645,229.0685824,122.125644,335.9180067,229.4590669
PP_2215,176.6165953,449.4786627,252.999929,819.5601299,495.7186462
PP_2216,130.6429583,336.8288924,167.779564,624.3334857,399.240079
PP_2227,105.7346414,83.24956958,96.61450629,85.2013229,87.77854444
PP_2228,221.1259028,195.2699105,206.806652,201.4235045,182.7385624
PP_2229,52.67722722,35.07019266,40.20863101,39.08785015,32.47981766
PP_2230,651.7938825,476.5736118,616.0811466,488.4687104,435.8748941
PP_2239,64.98059779,48.79318457,52.15134303,44.6465451,55.64577754
PP_2242,49.91803648,50.83994363,57.19263872,53.91671339,51.26892516
PP_2246,61.83218949,61.83143739,47.82958754,52.90474353,49.96787519
PP_2255,156.5847559,89.38938864,113.5724867,86.87263954,97.10543386
PP_2265,187.3102062,191.228136,187.9519487,172.2938927,201.8930551
PP_2318,118.8829295,114.7791362,128.850841,105.1023349,127.9719112
PP_2324,414.5018039,352.1353197,377.0274309,328.5239218,393.0677347
PP_2325,140.0513733,172.4368793,147.1633959,152.4665878,165.1137246
PP_2328,52.48953896,67.75134574,53.54609497,55.13633467,81.03880085
PP_2329,119.2097972,129.7025135,130.804242,138.3606431,138.1479921
PP_2334,84.36528992,89.93829661,78.10357061,115.471903,92.30328189
PP_2335,244.8763356,292.5429312,268.1472075,423.0596606,287.0099662
PP_2336,233.8948383,238.5848198,244.5226328,386.7265729,271.2816576
PP_2338,101.4412118,102.6212114,131.4796872,174.3662229,117.5571189
PP_2339,2121.374161,2054.408653,1926.461713,2118.042303,2045.017529
PP_2341,64.29835381,60.5671023,63.42469116,60.27366639,60.89402999
PP_2351,49.32481007,52.49894643,46.56116377,98.98209787,65.45307446
PP_2368,6.505687354,8.774580746,4.58788366,9.050651476,7.60441402
PP_2371,218.3765892,321.585636,213.6592256,200.9726496,323.5683568
PP_2375,556.6373415,462.8734337,535.445774,454.0871137,433.4418438
PP_2376,339.9734714,249.9868213,316.892649,268.8288785,273.3729446
PP_2406,13.82158916,12.65250426,16.43444593,14.02329338,11.14367609
PP_2407,11.30477387,8.473336245,8.909639147,8.1251667,6.998825509
PP_2408,6.412669737,6.758944615,6.620357683,5.241821639,6.344425549
PP_2417,17.58271799,19.89253875,25.31967513,26.16103798,18.24880398
PP_2423,371.9453411,290.2168125,358.4801058,301.769036,297.4774697
PP_2428,79.90711703,66.68060379,72.02463126,51.23677509,55.88548447
PP_2435,31.74864318,66.43270281,34.93953376,56.80924893,67.88073226
PP_2439,1558.647297,1452.000435,1616.673034,1741.733632,1523.767357
PP_2440,278.597427,324.8220328,210.1121159,292.8058381,303.1529716
PP_2443,314.6601294,305.1223475,270.4327529,254.2371235,329.0206023
PP_2448,105.9487924,172.7910276,115.1288355,143.3861034,162.8005974
PP_2453,826.426937,1261.19005,614.9736195,1229.498248,1325.7214
PP_2454,372.7640077,346.322842,354.4454455,364.5532766,339.753909
PP_2455,137.0334141,152.7010451,139.4200289,199.2427419,152.8623614
PP_2456,90.04131355,90.23211561,96.1298973,133.9320239,95.38873651
PP_2458,154.470474,155.2747666,158.418028,220.2160169,161.7320428
PP_2460,70.31974403,62.35005953,76.43744623,59.45256461,66.26841318
PP_2465,1442.390494,1354.806423,1416.199892,1372.582844,1440.099734
PP_2469,318.3298213,339.4527824,251.0968859,281.3622352,316.790955
PP_2470,597.866054,620.9074825,602.7731091,584.6856151,613.3056323
PP_2486,33.58469882,24.96839374,33.67280674,32.61986624,27.83475142
PP_2512,101.4109177,74.29784276,107.200371,73.65213909,65.59710835
PP_2528,142.9393963,184.6987296,145.5325402,187.9797231,175.8373883
PP_2554,25.28000597,22.00589093,28.36621984,28.80730962,26.40367378
PP_2586,30.87401691,36.33126152,42.88519918,41.73906762,39.15914867
PP_2589,14.2264695,12.27522062,8.200097891,9.261960029,11.76231737
PP_2590,23.01022399,27.30478929,18.40486635,19.85693824,28.46159604
PP_2592,25.47387259,23.57308883,23.4478588,24.29467826,25.32927704
PP_2645,53.36499176,63.9065657,48.62094692,48.16792117,57.53646273
PP_2656,13.84425681,15.71221058,23.4361631,18.94311685,13.85939795
PP_2673,3.659826061,4.728867595,3.459180516,2.84056003,3.738427766
PP_2674,30.40896501,31.15634084,35.45262442,38.85450351,28.53506231
PP_2675,1.558069518,3.544216844,3.583811933,3.231142923,2.127558489
PP_2703,14.5906724,11.84942998,14.98688175,15.82642515,15.80519383
PP_2716,8.154881239,5.12283328,7.343291399,4.91572057,7.999755042
PP_2717,22.09260943,23.70886402,19.15967525,14.53364944,22.63676114
PP_2765,20.04636659,23.60375362,26.32205011,23.77140494,28.93910487
PP_2800,23.80514841,24.60439083,22.45472519,27.30030422,25.77342951
PP_2801,29.33816127,23.45566838,35.13791448,30.37333315,22.34484311
PP_2802,39.89231546,37.63287457,41.01847311,54.62719766,47.1129698
PP_2842,34.98220154,36.04918411,56.79078702,34.1201889,37.47626292
PP_2843,22.52798881,21.04304422,27.06516329,32.65732933,22.72858208
PP_2844,29.01146228,33.06365473,36.91358106,34.66675417,31.24353243
PP_2845,201.0596245,234.0622136,294.4068338,250.3443512,232.7706802
PP_2846,51.10304116,41.80588756,54.16287999,40.13561583,39.39355186
PP_2848,15.80766043,11.984045,19.02919598,12.7588251,11.40273503
PP_2849,12.51475703,17.22563796,18.27269033,12.69807006,12.05713499
PP_2862,43.51126004,45.24341483,37.74190589,34.6176277,53.37325656
PP_2872,31.98084023,33.6160432,39.61202546,37.89904404,30.6118393
PP_2902,171.8012967,185.2740343,174.53014,181.9584751,184.3015709
PP_2904,569.3980651,610.698228,546.4171768,498.3949606,600.3235051
PP_2905,678.7079165,696.2469048,774.9807626,631.4883609,643.0595537
PP_3071,172.9627349,180.2161863,171.6853695,221.7031133,186.2406151
PP_3073,35.49959361,139.9610377,38.2304326,282.2126255,234.44771
PP_3074,20.08152349,59.43862794,19.55374897,74.13970739,73.35803932
PP_3080,64.93757333,58.54914584,65.22275819,52.95508905,55.53270049
PP_3099,28.85044172,46.06584569,26.76384581,45.96720118,48.60106223
PP_3122,41.89636035,285.376255,52.14356504,431.7812539,327.7403514
PP_3123,13.99509897,126.8039045,25.73298917,211.8081477,153.0899634
PP_3124,39.292048,117.8208652,40.9992328,179.1958208,142.084087
PP_3161,13.7434078,12.1486228,9.358979458,13.0978086,12.16635994
PP_3162,2.696876202,2.608389723,2.87596743,2.475776832,1.884452837
PP_3163,6.817550078,5.240064237,5.038920723,5.578332231,6.117273185
PP_3164,5.495055178,5.47034363,4.168721773,5.490558451,6.045256704
PP_3165,18.50733742,20.86313402,28.01665616,21.94501604,20.79583806
PP_3173,16.48141522,17.15165049,16.42690133,13.78994674,21.26899658
PP_3178,281.482416,68.49886649,336.3359466,130.8535238,62.01433765
PP_3187,29.9892484,32.12194125,27.33366644,25.36326298,32.48996899
PP_3189,75.52605791,68.64168821,63.64641149,56.58756568,66.30852402
PP_3264,9.128009503,21.17471606,11.08937841,16.01736288,15.90716795
PP_3271,27.78898987,24.64050862,25.78410466,24.50473294,33.67214088
PP_3282,27.18558506,22.47748928,23.03039367,22.70410891,19.60786606
PP_3284,3.101756543,1.620141731,1.428403246,2.188357892,3.08692832
PP_3303,103.2390094,111.4738181,100.9421096,124.490056,116.0830318
PP_3322,1202.539831,1232.779898,1218.893078,1348.909176,1225.923072
PP_3324,9.477376139,7.753347628,10.81408825,9.481170366,7.88617886
PP_3365,148.6476082,157.7221045,169.0331319,168.2168305,169.3189896
PP_3376,22.36931526,29.78411688,15.99434698,22.85758355,26.42202844
PP_3377,48.66906508,53.75296876,59.81096175,57.67526736,45.75776074
PP_3378,66.97132693,63.86545942,59.33389736,63.73804902,53.4597756
PP_3382,83.34768905,104.0297178,87.65722453,115.8133246,94.92378224
PP_3383,93.50244728,146.9911448,109.4225086,136.220931,150.6918154
PP_3384,67.35353962,72.56838739,66.16062521,85.90010896,79.02003691
PP_3410,40.82241927,30.12368919,42.03348295,25.07831695,20.2753188
PP_3416,52.03380277,66.86651067,43.90020902,31.76384394,65.58790953
PP_3417,140.4067134,100.0444987,97.05799875,79.12560282,75.51893582
PP_3425,16.32356819,14.12833063,24.05125136,14.59813126,18.72921425
PP_3426,43.73628351,51.21479662,59.04597233,40.20257057,36.56475295
PP_3427,33.24782142,21.78773209,29.83056999,17.40411207,22.22256539
PP_3433,1191.01836,1092.672091,1454.175192,1932.830814,1409.209104
PP_3435,65.16577033,68.78915059,68.15221608,92.95835575,76.31301473
PP_3457,43.06804927,48.26352286,53.21723498,39.55036843,49.58363802
PP_3463,72.08297015,119.4227769,81.06274017,182.5528993,141.8259852
PP_3507,277.6099154,166.0617068,261.6069931,163.9471285,154.8361697
PP_3511,952.7977637,914.0215143,924.9826796,940.5154423,883.9702164
PP_3530,76.42648918,70.4733108,85.05323313,73.18881517,73.3976977
PP_3535,482.8205689,251.7249711,489.2614013,415.0191674,241.1135926
PP_3537,26.59784302,27.94981977,20.14111316,20.85188549,16.88539159
PP_3540,177.265444,273.0672289,203.5032999,514.6843162,312.637432
PP_3561,46.26093019,50.6829249,52.12455811,60.65383976,55.89563581
PP_3581,247.5834635,261.5182352,220.8536572,270.7343898,291.2838462
PP_3591,30.00408466,26.52036956,32.40268621,42.84135382,35.0012444
PP_3602,12.484258,15.18344038,17.27616321,10.96067398,14.48334113
PP_3606,12.72028638,16.8772361,16.84021536,15.55188864,15.93762381
PP_3630,27.01055474,20.99383518,29.21717848,24.39411543,20.62039858
PP_3635,32.49588529,34.54749831,46.3686309,45.03628753,33.13761634
PP_3636,30.98970217,40.41476517,40.28969154,48.99069022,36.13895514
PP_3637,13.21583732,12.14978297,9.479459775,13.77455657,15.61235034
PP_3648,60.20566325,61.6310416,50.02196166,57.09001995,58.81625566
PP_3667,143.2004394,132.3260124,140.2364765,120.969843,142.8312678
PP_3713,17.44436508,17.99912844,25.91043283,31.01637963,28.19578356
PP_3714,6.955902993,5.381994452,7.928201239,6.28460667,11.41288729
PP_3715,9.394536928,8.550456374,13.95432835,15.31356135,14.86757831
PP_3720,56.35852168,47.27589772,53.69166345,53.93213839,50.11961143
PP_3721,43.72062073,29.88709643,34.53376433,43.95440697,31.97380097
PP_3723,47.96715828,38.01658188,46.82966691,40.62267993,41.47612895
PP_3727,31.45475407,25.36138875,31.26643846,31.22518044,32.76353143
PP_3736,17.73590717,18.91454913,21.4455632,25.80541044,19.82341545
PP_3737,12.86647069,12.87271477,14.54338929,13.60569175,14.39296998
PP_3739,14.49534394,14.63105192,18.13127295,13.29247312,11.64438996
PP_3740,10.88505727,14.53762871,11.79552616,11.49059521,11.8845951
PP_3745,61.25376316,213.1659649,93.8345346,531.7523361,314.3647761
PP_3746,17.13481319,49.42436586,26.17308812,118.7204659,67.35005796
PP_3747,12.81095698,49.64849023,21.73009472,118.5245475,62.57546318
PP_3751,186.733898,201.4291342,137.2332118,257.0355675,210.5345896
PP_3766,160.8446454,116.5887341,146.9867099,126.511123,117.5977326
PP_3794,239.4741939,199.3491461,213.0224427,218.4569749,211.6413911
PP_3796,23.68163176,30.49519677,28.3788547,30.6129143,33.41213036
PP_3801,12.67260407,6.219134853,6.480637055,8.072348269,6.295614102
PP_3802,3.194774159,4.551009072,2.447564184,2.018239205,3.148792541
PP_3803,5.472387529,5.363450215,2.87596743,4.326746385,8.60244304
PP_3815,14.36948027,14.69694299,12.82392845,11.54466751,15.9332735
PP_3819,838.1952122,662.1381573,863.9093306,898.0458914,664.2266849
PP_3821,500.3306461,635.5698004,472.1048068,499.0446761,606.4498635
PP_3828,62.08239633,52.4307598,65.35247986,72.87810427,63.88426494
PP_3829,28.2923722,25.30370436,28.79801659,28.76984654,26.41767814
PP_3830,41.13897603,41.09963781,49.69046576,38.07086482,48.07764245
PP_3839,1410.987684,2132.29997,1071.582003,2315.299944,2076.357392
PP_3844,15.56380066,13.24492438,15.10227181,17.99559399,12.10594643
PP_3846,23.36976903,29.29405346,25.80843523,23.13212006,32.63400196
PP_3931,533.3807294,564.1044687,373.84156,735.5429306,535.4654785
PP_3944,5.251195403,4.395798134,1.428403246,2.957860285,4.204334549
PP_3947,124.887269,16.31585974,143.5202457,59.05158587,23.50525976
PP_3957,621.5395901,431.4588336,520.0884708,386.5867788,439.6697295
PP_3958,495.2993264,520.2250103,522.3748255,613.8131264,522.882037
PP_3970,12.46159035,20.18851974,17.84768059,19.67142938,23.10846802
PP_3992,90.19771244,75.97924926,87.57786075,68.9182727,80.56468888
PP_3999,436.508758,351.9444787,437.2757558,379.8310397,368.6301797
PP_4000,531.1373789,463.2504983,524.4274272,453.2235818,458.0824385
PP_4011,4995.196907,5677.335311,5593.254953,6821.278084,5858.303722
PP_4012,1509.648437,1528.106108,1335.279201,1642.378793,1485.451612
PP_4016,203.9584838,288.1082593,167.9896404,221.6127622,299.982444
PP_4020,58.66349673,57.36827538,48.22102535,74.06517347,84.2436336
PP_4029,191.27818,165.2685119,213.3673311,180.7323104,171.5064395
PP_4031,235.0166065,180.875816,228.9324378,223.7124474,191.7681862
PP_4034,35.45743185,48.21520534,37.00218621,56.09005723,59.29766235
PP_4035,21.7432428,17.75440815,20.60893618,17.0522113,14.21752958
PP_4036,40.47387915,26.244795,45.91174598,35.12801858,27.09383241
PP_4037,35.27374363,23.76538824,27.79979272,27.66929725,25.26161179
PP_4038,13.65591074,16.92342277,11.65580553,19.39814674,16.82207665
PP_4050,25.26051186,45.49839348,33.82931333,46.88976482,54.44475185
PP_4051,21.17499487,24.68588296,21.44310886,27.74791538,29.94728615
PP_4053,19.33193437,35.75390514,34.99404275,39.03252398,30.98447349
PP_4055,24.79311294,41.17907827,27.23921345,44.5001666,40.17313006
PP_4058,27.98050948,43.47730435,31.38182852,47.65007673,44.52387689
PP_4059,58.99885362,77.84474848,70.08321672,88.9345254,88.04340348
PP_4060,35.99518073,51.33259604,41.85264579,46.35608197,56.0135623
PP_4063,282.4915639,305.6915764,252.4592902,457.9125254,341.2638005
PP_4064,912.1543325,818.8440507,885.5569574,1346.951484,905.687635
PP_4065,268.1700663,337.1044917,276.2534789,535.471457,395.8482093
PP_4066,72.57148004,104.6508614,85.1133566,171.5436677,128.3851517
PP_4067,202.1581343,352.2170669,225.8060626,633.9163684,394.6548832
PP_4097,187.3978719,197.6980566,206.2924611,222.9154643,208.6975168
PP_4103,33.4643557,43.02371292,52.72701151,38.69183839,54.09097053
PP_4116,479.8404942,509.9253302,460.5058106,672.7377497,508.8157171
PP_4119,871.0368023,935.2573615,912.6198665,967.2686335,994.1127709
PP_4120,521.6874961,462.6344118,439.8229655,409.965133,458.0475371
PP_4121,529.8777469,509.4897472,465.2579513,501.2754753,565.4826757
PP_4122,159.4799164,167.51861,155.1132124,162.7130135,176.4748321
PP_4123,561.73404,491.7774249,514.9894542,534.9280583,501.8299738
PP_4124,1283.162626,1165.499262,1166.231593,1232.267809,1167.887777
PP_4125,617.8984186,508.542983,522.4540857,615.527959,550.2676766
PP_4126,248.6948361,191.3190557,205.1827649,245.4527655,207.78261
PP_4127,201.9309687,156.197313,177.2769029,185.4993604,173.7925142
PP_4128,124.9076258,107.8989221,114.4243845,115.2722231,110.6583901
PP_4129,1130.604711,858.5867088,967.4155898,1036.407969,924.9257162
PP_4130,523.671148,390.7836225,415.7288191,497.6341171,422.7621924
PP_4131,770.7952928,558.0740798,614.5520033,689.8220488,598.9262325
PP_4140,341.7395576,424.0912603,363.8975167,473.3484485,428.9847231
PP_4144,98.59072887,86.59929135,101.7696769,106.2241862,80.47091994
PP_4159,6.412669737,6.32192492,3.887583762,6.231788238,7.302344662
PP_4160,21.6330419,25.99507986,23.60266864,16.82011853,21.14091783
PP_4161,14.96822723,20.06424226,16.26454688,8.908805396,17.0637325
PP_4169,273.1461496,239.5308989,237.5314388,246.5912261,251.1779538
PP_4174,761.4315536,717.4692755,655.7669717,661.3283176,644.8970781
PP_4175,1229.605437,1134.967306,1030.007653,989.3293908,1044.550811
PP_4184,76.39215881,78.65905181,76.82684464,69.57963049,82.35340179
PP_4185,2613.260295,2752.303567,2241.20113,2504.006186,2632.122268
PP_4186,3825.894551,4207.979282,2961.954292,3458.229085,3900.097083
PP_4187,2133.627036,2585.902062,2112.837334,2659.691579,2510.521073
PP_4188,1058.71286,1256.007591,1020.605411,1381.306565,1248.133511
PP_4189,1949.341691,2397.161798,1903.711836,2164.929496,2419.781779
PP_4190,1333.058834,1384.489003,1352.772376,1422.912324,1391.390426
PP_4191,2355.667527,2373.760686,2122.377341,1994.420593,2366.223417
PP_4192,359.7992923,361.6328529,304.1334377,324.0903916,378.5882211
PP_4193,1322.090711,1375.0854,1194.218245,1256.109236,1428.099647
PP_4194,1024.680027,954.1757645,921.1992901,1030.430272,983.5432147
PP_4201,1976.693083,2163.383972,1984.022589,2073.455465,2042.746478
PP_4202,1314.281723,1508.841978,1328.939012,1340.083347,1451.238085
PP_4203,671.6861448,753.429876,686.305629,724.0513625,779.2607717
PP_4209,33.1274783,27.73487277,35.04685499,29.1358836,35.28205857
PP_4210,57.39264801,56.12939597,61.64487348,53.45670285,55.13686034
PP_4211,35.22288778,22.37996272,30.37021219,27.88182485,22.09158613
PP_4212,26.68851361,28.27487202,29.35859586,28.145917,29.61621073
PP_4213,9.271020274,10.25040711,10.09285129,11.58209577,13.71826551
PP_4214,13.64573233,10.92707306,14.49981841,14.06197551,11.56077142
PP_4215,6.955902993,12.04885509,7.180936952,6.766690122,8.546379846
PP_4216,19.92050292,27.82554228,25.61250885,21.18714221,33.35316665
PP_4217,108.1506077,127.3717604,123.9714848,117.4825469,125.6984396
PP_4222,14.23112735,12.12392355,14.2228315,10.85252938,11.8096781
PP_4223,8.240067467,6.29009996,6.486484907,7.707565071,9.216733092
PP_4235,27.52794682,22.1867718,23.73654142,24.27806904,21.14526814
PP_4237,31.45244324,30.28896901,25.93136989,26.8328053,25.61684383
PP_4243,46.48912718,50.9931029,59.48192019,48.43249638,59.98057109
PP_4250,3605.790573,7584.126957,2422.467627,6259.784261,7929.268696
PP_4255,841.8598844,701.9853342,648.9026358,564.1698293,733.5571593
PP_4256,348.2425492,254.7742608,283.3885446,231.9793881,257.6794037
PP_4257,58.46341557,41.2786565,56.87132334,46.77995295,54.43120087
PP_4258,761.2725683,520.1357215,657.7979676,534.1896377,584.5419524
PP_4264,1213.567071,2028.234288,953.6735141,1981.758386,2108.574111
PP_4266,97.20254186,119.2236204,72.19622706,107.5168923,110.1190152
PP_4278,57.02527158,51.98596677,56.99086449,66.76076725,46.4121607
PP_4279,92.37761416,70.67168606,84.17420776,115.5239158,82.38580472
PP_4281,45.52617733,45.34156424,43.79066682,53.98662408,55.12815787
PP_4282,64.32399011,78.36809046,49.39763204,56.46483655,85.37699682
PP_4284,18.26430416,22.1229324,14.97179254,22.69912826,22.22256539
PP_4285,36.36021014,39.94521849,36.78310179,36.27769434,39.59654853
PP_4286,26.62516852,37.3492828,28.51518182,29.89375743,34.84125907
PP_4287,13.75123919,13.15951838,16.24021631,13.39563707,17.25077496
PP_4288,30.76150517,25.35407356,24.58919681,27.63681481,25.1451351
PP_4290,47.62327601,39.63522998,40.4671352,34.89091033,45.57216901
PP_4293,51.42739313,57.14172036,45.48749383,41.45913706,54.50806864
PP_4297,34.26311146,33.7220451,29.66067093,30.81673447,29.16045621
PP_4298,67.92013451,46.03383124,64.32483516,66.23502102,58.696426
PP_4299,23.27675142,22.18034812,25.89704037,21.72702474,21.87893633
PP_4300,3.637158411,10.43539134,7.639518622,8.724550407,6.758620371
PP_4301,13.55271471,16.74877609,16.83436751,16.51730942,19.46093259
PP_4302,19.21159125,10.16294944,14.5509339,14.41513014,12.81785938
PP_4305,562.0815779,469.926274,452.9615245,379.4054244,446.4211255
PP_4309,37.52868935,40.19474414,38.59701562,33.42679689,43.05654237
PP_4325,351.2897039,392.1189707,426.1948888,382.0017714,405.0049648
PP_4326,238.7514412,271.7611831,295.4829581,296.3850344,290.1596407
PP_4327,113.5922921,139.2442857,123.6211635,128.2613879,158.2734548
PP_4379,4.378916143,6.727119655,8.069618621,7.029563237,5.941832782
PP_4399,357.5032715,450.1133444,367.9622832,425.5572641,437.8090403
PP_4401,332.9157713,552.3151289,332.4302708,967.2492483,632.987371
PP_4402,246.7280179,433.588756,297.1794481,811.7168923,479.238769
PP_4403,379.2880139,612.9787271,408.2595698,1209.859318,720.5751296
PP_4404,457.0527771,851.2584996,536.79983,1713.742152,991.8726662
PP_4405,172.3655808,218.4100973,190.3311689,225.1670689,219.3037467
PP_4431,59.05902518,62.98027015,52.56126355,66.78907469,55.34951013
PP_4469,43.65727564,36.02448485,37.07985323,31.95227393,36.21677265
PP_4471,795.433172,668.2973139,662.7476016,574.374485,579.614655
PP_4473,898.6073716,707.9142537,862.1934966,597.4135107,637.4304263
PP_4474,601.3995834,582.7394492,578.4399636,434.5545905,559.4316839
PP_4475,384.7691448,541.3265112,435.0182977,656.7486465,552.4541684
PP_4477,360.9738173,576.6184543,417.2331651,729.9731158,546.7521104
PP_4478,285.8613692,435.387204,298.8088923,496.7333598,392.5326121
PP_4479,299.6411178,403.7227304,303.3286653,435.8907835,402.9165438
PP_4480,430.0602727,595.7578816,444.9142041,583.6105504,577.5634396
PP_4481,930.8263544,1076.995996,901.7309671,844.9046085,972.6300249
PP_4483,246.9110605,199.3912606,227.3327515,219.4939177,202.5619128
PP_4484,91.34048299,96.97852702,76.73367345,97.05833131,107.271814
PP_4485,111.9625562,102.6378934,94.7209953,111.2454019,116.3575467
PP_4486,533.4178284,661.1917567,462.1678357,535.3493731,707.1008348
PP_4487,2251.522895,1579.277582,2377.846008,2457.440776,1550.821929
PP_4490,1095.944169,1166.333164,1139.875526,1618.875532,1323.920209
PP_4491,411.6787066,451.140133,462.8509552,725.1420687,492.1575475
PP_4492,71.82592715,49.35796224,61.05750929,66.7416503,58.99559484
PP_4495,119.2659325,85.45661362,114.5786701,119.0368722,95.07701495
PP_4507,150.3446169,136.2573275,151.9378852,127.6295354,129.9926708
PP_4523,80.30861895,67.32606763,62.0754977,52.20968425,47.81908265
PP_4524,188.3095562,88.79268206,138.9524393,135.5279101,61.27101634
PP_4545,282.9186951,267.9710962,210.6712892,214.5678945,262.2075353
PP_4547,39.39676452,46.84999676,39.34427991,52.26336431,44.0217123
